T34,T58,T172,T160,T161,T12,T147,T113,T162,T173,T48,T281,T102,T124,T22,T318,T780,T258,T123,T11,T183,T305,T270,T23,T199,T317,T233,T9,T781,T344,T282,T293,T159,T60,T206,T100,T348,T343,T148,T197,T35,T170,T269,T111,T112,T241,T21,T193,T345,T213,T45,T59
MEG_2638|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,2.0,0,2.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,6.0,0,0,2.0,0,0,0,0,7.0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0
MEG_453|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,2.0,6.0,0,0,2.0,2.0,0,4.0,2.0,6.0,0,0,2.0,4.0,2.0,6.0,0,0,10.0,8.0,2.0,0,2.0,0,0,0,0,2.0,12.0,6.0,4.0,2.0,2.0,2.0,0,2.0,2.0,0,0,0,15.0,4.0,0,0,0,0,6.0,0,0,2.0
MEG_7557|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,4.0,2.0,0,0,0,0,2.0,0,2.0,0
MEG_2777|Drugs|MLS|23S_rRNA_methyltransferases|ERM37,10.0,2.0,4.0,20.0,10.0,14.0,12.0,2.0,6.0,20.0,10.0,25.0,10.0,2.0,8.0,8.0,0,14.0,4.0,2.0,12.0,18.0,19.0,2.0,4.0,14.0,4.0,4.0,0,16.0,15.0,23.0,12.0,2.0,2.0,8.0,0,14.0,6.0,0,2.0,7.0,32.0,6.0,6.0,2.0,14.0,4.0,9.0,6.0,6.0,6.0
MEG_5010|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0
MEG_2461|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA,194.0,27.0,108.0,259.0,160.0,180.0,294.0,69.0,96.0,123.0,101.0,173.0,116.0,71.0,100.0,78.0,6.0,60.0,94.0,4.0,92.0,62.0,93.0,85.0,30.0,63.0,36.0,107.0,0,98.0,72.0,92.0,137.0,24.0,38.0,131.0,17.0,68.0,196.0,6.0,44.0,116.0,203.0,101.0,82.0,36.0,91.0,24.0,58.0,42.0,54.0,38.0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,0,2.0,11.0,0,0,3.0,13.0,0,4.0,0,29.0,2.0,0,0,5.0,0,11.0,0,0,7.0,25.0,26.0,3.0,0,17.0,2.0,2.0,0,15.0,4.0,14.0,4.0,0,0,0,0,4.0,0,0,0,2.0,21.0,4.0,2.0,2.0,2.0,0,4.0,2.0,1.0,0
MEG_2338|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,2.0,0,0,2.0,0,0,2.0,0,2.0,0,0,0,2.0,0,2.0,0,0,0,0,4.0,0,2.0,4.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,0
MEG_8023|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,0,6.0,13.0,4.0,6.0,10.0,6.0,2.0,12.0,6.0,29.0,6.0,2.0,2.0,12.0,0,10.0,2.0,0,10.0,16.0,18.0,2.0,4.0,14.0,11.0,6.0,0,7.0,20.0,18.0,22.0,0,4.0,6.0,0,12.0,4.0,2.0,2.0,10.0,26.0,10.0,0,4.0,10.0,0,14.0,2.0,2.0,6.0
MEG_5108|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0
MEG_5769|Drugs|betalactams|Class_A_betalactamases|PER,2.0,0,0,2.0,2.0,0,0,0,0,0,0,6.0,0,0,0,4.0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,2.0,0,2.0,2.0,0,0,2.0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,0,0,0,0,0
MEG_2719|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|EMHR,17.0,4.0,8.0,32.0,15.0,12.0,32.0,19.0,10.0,24.0,6.0,55.0,18.0,8.0,14.0,37.0,2.0,30.0,12.0,4.0,24.0,29.0,33.0,16.0,6.0,25.0,14.0,8.0,0,21.0,32.0,43.0,42.0,6.0,6.0,14.0,4.0,27.0,19.0,2.0,12.0,18.0,53.0,26.0,10.0,12.0,13.0,12.0,19.0,6.0,11.0,11.0
MEG_5059|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0,5.0,2.0,0,0,0,0,4.0,0,8.0,2.0,0,0,2.0,0,0,0,0,0,4.0,6.0,2.0,0,6.0,0,0,0,2.0,0,4.0,2.0,0,0,2.0,0,8.0,0,0,0,2.0,8.0,0,0,0,0,0,4.0,0,0,2.0
MEG_1787|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3871|Metals|Mercury_resistance|Mercury_resistance_protein|MERG,7.0,4.0,2.0,14.0,4.0,2.0,10.0,4.0,5.0,13.0,5.0,18.0,4.0,2.0,4.0,10.0,0,10.0,6.0,2.0,6.0,19.0,16.0,2.0,8.0,18.0,4.0,8.0,0,12.0,18.0,17.0,13.0,2.0,2.0,7.0,2.0,8.0,2.0,0,4.0,6.0,24.0,2.0,3.0,2.0,6.0,0,8.0,2.0,5.0,10.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,14.0,0,6.0,67.0,14.0,3.0,6.0,4.0,0,15.0,0,40.0,10.0,0,2.0,12.0,6.0,7.0,0,0,0,35.0,53.0,2.0,2.0,19.0,0,2.0,0,22.0,10.0,51.0,17.0,3.0,0,10.0,0,26.0,0,0,0,10.0,36.0,10.0,0,11.0,4.0,0,19.0,0,1.0,0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,2.0,0,0,2.0,0,0,2.0,4.0,0,2.0,0,4.0,0,2.0,0,2.0,2.0,2.0,0,0,2.0,4.0,4.0,0,0,2.0,2.0,0,0,4.0,6.0,4.0,6.0,0,0,0,0,4.0,4.0,0,0,2.0,9.0,2.0,2.0,4.0,0,0,2.0,0,0,0
MEG_1962|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_4538|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2.0,18.0,2.0,0,4.0,2.0,2.0,10.0,2.0,22.0,2.0,0,4.0,8.0,0,8.0,0,0,0,10.0,23.0,0,2.0,14.0,0,6.0,0,4.0,6.0,18.0,12.0,4.0,0,4.0,0,8.0,4.0,0,6.0,2.0,20.0,4.0,0,0,0,0,2.0,6.0,0,2.0
MEG_1304|Drugs|betalactams|Class_A_betalactamases|BLAS,56.0,21.0,31.0,55.0,30.0,38.0,55.0,30.0,31.0,41.0,30.0,94.0,35.0,21.0,21.0,43.0,2.0,40.0,31.0,6.0,39.0,53.0,70.0,33.0,21.0,59.0,16.0,37.0,0,47.0,58.0,79.0,33.0,11.0,15.0,35.0,4.0,46.0,40.0,4.0,16.0,31.0,88.0,41.0,24.0,18.0,34.0,12.0,39.0,22.0,41.0,18.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,16.0,0,2.0,350.0,73.0,36.0,0,0,0,19.0,0,23.0,0,0,5.0,3.0,0,1.0,0,0,0,122.0,173.0,0,0,115.0,0,0,0,23.0,3.0,134.0,37.0,0,0,21.0,0,16.0,0,0,2.0,18.0,22.0,6.0,0,1.0,6.0,0,9.0,0,4.0,0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,6.0,0,4.0,12.0,4.0,0,12.0,11.0,0,25.0,0,31.0,8.0,2.0,0,16.0,0,14.0,0,0,14.0,23.0,21.0,0,7.0,13.0,2.0,4.0,0,23.0,14.0,23.0,20.0,5.0,0,2.0,0,23.0,0,0,4.0,0,43.0,4.0,8.0,2.0,13.0,0,17.0,0,4.0,72.0
MEG_6894|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,6.0,0,4.0,7.0,4.0,2.0,2.0,43.0,6.0,61.0,1.0,28.0,10.0,5.0,2.0,12.0,52.0,6.0,12.0,0,17.0,9.0,27.0,2.0,3.0,6.0,4.0,2.0,0,14.0,6.0,5.0,211.0,15.0,2.0,2.0,0,10.0,9.0,0,3.0,2.0,78.0,6.0,20.0,0,10.0,0,8.0,4.0,22.0,85.0
MEG_8327|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2563|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,2.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,2.0,0,0,2.0,0,2.0,0,2.0,0,0,2.0,0,2.0,0,0,0,0,2.0,0,2.0,3.0,0,0,2.0,0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0,2.0,3.0,2.0
MEG_3829|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,2.0,0,0,11.0,2.0,2.0,0,0,0,4.0,0,6.0,3.0,0,0,0,0,2.0,0,0,0,12.0,4.0,0,0,4.0,2.0,0,0,18.0,2.0,24.0,10.0,0,0,2.0,0,20.0,0,0,2.0,2.0,21.0,4.0,0,2.0,0,0,2.0,0,2.0,2.0
MEG_5993|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,2.0,0,0,0
MEG_4369|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,23.0,4.0,8.0,20.0,14.0,12.0,32.0,11.0,2.0,16.0,2.0,43.0,12.0,6.0,4.0,12.0,2.0,10.0,12.0,0,8.0,14.0,33.0,2.0,2.0,16.0,4.0,8.0,0,16.0,16.0,20.0,26.0,2.0,4.0,8.0,1.0,24.0,8.0,2.0,6.0,4.0,62.0,10.0,2.0,0,4.0,0,24.0,4.0,8.0,14.0
MEG_6109|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,30.0,17.0,34.0,63.0,21.0,20.0,84.0,62.0,8.0,91.0,12.0,217.0,50.0,13.0,21.0,104.0,2.0,104.0,16.0,3.0,90.0,104.0,156.0,18.0,40.0,101.0,16.0,27.0,2.0,116.0,102.0,129.0,146.0,14.0,9.0,23.0,4.0,105.0,26.0,6.0,11.0,34.0,255.0,54.0,24.0,24.0,61.0,13.0,65.0,16.0,34.0,49.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5290|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,8.0,4.0,2.0,2.0,4.0,0,8.0,4.0,12.0,2.0,0,0,4.0,0,4.0,0,0,2.0,6.0,8.0,0,0,4.0,0,4.0,0,13.0,6.0,6.0,12.0,0,2.0,2.0,2.0,4.0,2.0,0,2.0,0,17.0,2.0,0,4.0,2.0,0,2.0,2.0,0,0
MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0,0,0,6.0,3.0,4.0,0,0,2.0,4.0,0,11.0,0,0,2.0,4.0,2.0,2.0,2.0,0,0,2.0,4.0,2.0,0,2.0,0,0,0,0,0,4.0,2.0,0,2.0,4.0,0,0,0,0,0,2.0,2.0,2.0,2.0,0,4.0,0,2.0,0,6.0,0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,2.0,0,0,5.0,4.0,0,2.0,0,0,2.0,2.0,8.0,0,0,0,2.0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,0,0,0,2.0,0,0,0,2.0,14.0,2.0,0,0,0,4.0,0,0,0,0
MEG_2852|Drugs|MLS|23S_rRNA_methyltransferases|ERMV,44.0,6.0,16.0,45.0,22.0,36.0,53.0,32.0,14.0,36.0,16.0,71.0,32.0,2.0,24.0,46.0,0,29.0,14.0,2.0,37.0,54.0,51.0,10.0,10.0,50.0,18.0,12.0,0,30.0,47.0,62.0,53.0,15.0,6.0,23.0,4.0,32.0,22.0,4.0,15.0,28.0,81.0,31.0,18.0,6.0,15.0,15.0,21.0,16.0,14.0,27.0
MEG_7807|Drugs|betalactams|Class_A_betalactamases|WHH,0,0,0,6.0,0,0,4.0,4.0,0,2.0,0,12.0,2.0,0,0,2.0,0,0,0,0,4.0,2.0,2.0,2.0,0,0,0,0,0,2.0,4.0,0,4.0,2.0,0,0,0,8.0,0,0,0,2.0,2.0,0,0,2.0,4.0,0,2.0,0,0,6.0
MEG_3598|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|LMRP,0,0,0,6.0,2.0,0,0,2.0,0,6.0,0,10.0,0,0,0,0,0,4.0,0,0,0,2.0,8.0,4.0,0,0,0,0,0,2.0,6.0,6.0,7.0,0,0,0,0,8.0,0,0,2.0,0,11.0,2.0,0,6.0,0,0,4.0,0,0,4.0
MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,4.0,0,3.0,8.0,4.0,2.0,0,7.0,0,6.0,0,17.0,4.0,0,0,10.0,0,6.0,0,0,4.0,12.0,9.0,0,8.0,8.0,0,0,0,10.0,7.0,17.0,12.0,2.0,2.0,2.0,0,13.0,2.0,0,0,5.0,20.0,5.0,0,4.0,3.0,3.0,6.0,1.0,2.0,2.0
MEG_1105|Drugs|betalactams|Class_C_betalactamases|AQU,21.0,2.0,14.0,23.0,10.0,16.0,26.0,14.0,6.0,16.0,10.0,33.0,16.0,10.0,14.0,19.0,0,22.0,4.0,2.0,12.0,25.0,24.0,12.0,11.0,26.0,13.0,10.0,0,21.0,25.0,24.0,24.0,6.0,2.0,10.0,0,17.0,8.0,2.0,8.0,18.0,46.0,20.0,15.0,4.0,14.0,2.0,15.0,11.0,13.0,17.0
MEG_3281|Drugs|betalactams|Class_A_betalactamases|HUGA,6.0,0,2.0,7.0,2.0,2.0,0,4.0,0,6.0,2.0,13.0,2.0,0,0,4.0,0,4.0,0,0,2.0,2.0,4.0,0,0,8.0,0,0,0,7.0,2.0,4.0,3.0,0,0,2.0,0,8.0,0,0,0,2.0,10.0,2.0,0,2.0,4.0,0,6.0,2.0,2.0,0
MEG_4910|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
MEG_7236|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,24.0,2.0,15.0,216.0,56.0,63.0,15.0,30.0,0,98.0,0,146.0,52.0,0,6.0,59.0,0,44.0,0,2.0,51.0,83.0,148.0,4.0,14.0,76.0,8.0,0,0,58.0,45.0,103.0,101.0,4.0,3.0,83.0,0,51.0,4.0,0,0,52.0,259.0,71.0,6.0,45.0,31.0,4.0,45.0,10.0,36.0,27.0
MEG_7562|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,0,0,0,2.0,0,0,0,4.0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,2.0,0,0,2.0,0,0,0
MEG_6685|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7912|Drugs|betalactams|Class_C_betalactamases|ADC,2.0,0,0,4.0,0,0,0,0,0,2.0,0,7.0,0,0,0,4.0,0,0,0,0,0,3.0,4.0,0,0,4.0,0,0,0,6.0,2.0,4.0,0,0,0,0,0,6.0,0,0,0,0,12.0,0,0,0,0,0,4.0,0,0,0
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,8.0,0,0,368.0,31.0,7.0,0,2.0,0,19.0,0,23.0,4.0,0,2.0,6.0,0,2.0,0,0,0,82.0,132.0,4.0,2.0,76.0,0,0,0,21.0,4.0,112.0,12.0,0,0,14.0,0,20.0,0,0,0,28.0,24.0,12.0,0,1.0,0,2.0,4.0,0,6.0,3.0
MEG_7731|Drugs|betalactams|Class_B_betalactamases|VIM,4.0,0,0,0,0,0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0
MEG_7054|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETB60,4.0,0,2.0,10.0,2.0,2.0,2.0,6.0,0,11.0,2.0,26.0,2.0,0,2.0,6.0,2.0,12.0,2.0,0,6.0,14.0,12.0,2.0,2.0,18.0,2.0,0,0,25.0,12.0,10.0,8.0,0,2.0,0,2.0,20.0,0,0,0,6.0,26.0,2.0,0,2.0,6.0,0,8.0,0,2.0,2.0
MEG_6573|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SSME,6.0,0,2.0,8.0,4.0,0,4.0,6.0,6.0,10.0,4.0,19.0,2.0,0,0,7.0,0,8.0,0,0,6.0,13.0,13.0,0,4.0,6.0,2.0,4.0,0,7.0,8.0,15.0,8.0,0,6.0,2.0,0,7.0,2.0,2.0,0,2.0,23.0,2.0,0,4.0,2.0,2.0,2.0,2.0,4.0,4.0
MEG_5119|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0
MEG_3996|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MMR,2.0,2.0,0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,0,11.0,2.0,0,6.0,4.0,0,0,2.0,0,6.0,2.0,8.0,0,0,4.0,4.0,0,0,4.0,4.0,2.0,8.0,0,0,2.0,0,4.0,2.0,0,0,7.0,4.0,10.0,2.0,2.0,4.0,0,3.0,2.0,2.0,2.0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,2.0,5.0,6.0,6.0,0,0,2.0,67.0,0,48.0,0,198.0,16.0,0,2.0,28.0,0,59.0,4.0,0,18.0,45.0,121.0,2.0,5.0,73.0,4.0,6.0,0,58.0,54.0,61.0,135.0,10.0,0,2.0,0,49.0,1.0,0,2.0,15.0,255.0,2.0,13.0,3.0,8.0,13.0,42.0,4.0,2.0,29.0
MEG_3481|Drugs|betalactams|Class_A_betalactamases|KPC,0,2.0,0,0,2.0,0,2.0,0,0,2.0,0,2.0,0,0,2.0,2.0,0,0,2.0,0,2.0,0,4.0,0,0,2.0,0,0,0,2.0,0,4.0,0,0,0,0,0,2.0,2.0,0,0,0,8.0,2.0,0,0,0,0,0,0,0,0
MEG_5036|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8317|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0,8.0,2.0,2.0,4.0,6.0,2.0,4.0,2.0,6.0,4.0,2.0,4.0,2.0,6.0,4.0,2.0,0,4.0,4.0,4.0,0,2.0,4.0,2.0,0,0,4.0,4.0,4.0,10.0,2.0,0,0,0,0,2.0,2.0,0,2.0,16.0,8.0,4.0,0,4.0,0,6.0,2.0,2.0,0
MEG_1219|Drugs|betalactams|Class_A_betalactamases|BEL,0,0,0,2.0,2.0,2.0,0,0,0,0,0,6.0,2.0,0,2.0,4.0,0,2.0,0,0,2.0,2.0,4.0,0,0,0,2.0,0,0,2.0,0,2.0,2.0,0,0,0,0,2.0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,2.0,0
MEG_1943|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,2.0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,2.0,2.0,0,4.0,0,2.0,2.0,0,2.0,0,0,2.0,0,0,0,2.0,0
MEG_1364|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0
MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,4.0,8.0,2.0,0,2.0,0,0,0,0,0,14.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4681|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_6816|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4535|Drugs|betalactams|Class_D_betalactamases|OXA,16.0,4.0,12.0,21.0,10.0,10.0,19.0,9.0,6.0,17.0,6.0,46.0,8.0,6.0,8.0,22.0,0,17.0,10.0,0,20.0,24.0,34.0,8.0,8.0,27.0,4.0,8.0,0,19.0,26.0,29.0,23.0,4.0,4.0,8.0,0,21.0,5.0,2.0,4.0,6.0,39.0,6.0,2.0,4.0,4.0,4.0,18.0,6.0,8.0,8.0
MEG_6532|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|SMR,4.0,4.0,0,8.0,4.0,6.0,6.0,2.0,4.0,6.0,0,7.0,4.0,0,4.0,4.0,0,4.0,2.0,0,4.0,2.0,4.0,0,2.0,2.0,2.0,4.0,0,4.0,0,4.0,6.0,2.0,0,4.0,0,2.0,0,0,2.0,2.0,4.0,7.0,0,0,2.0,0,4.0,2.0,4.0,2.0
MEG_891|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,4.0,0,3.0,6.0,2.0,0,5.0,56.0,3.0,61.0,0,17.0,2.0,1.0,8.0,16.0,60.0,24.0,14.0,0,21.0,11.0,22.0,5.0,4.0,11.0,12.0,2.0,0,5.0,8.0,22.0,208.0,8.0,0,2.0,0,4.0,13.0,0,8.0,10.0,87.0,9.0,17.0,0,9.0,0,10.0,35.0,26.0,94.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,20.0,0,9.0,598.0,0,7.0,1.0,4.0,0,7.0,0,36.0,10.0,0,0,15.0,0,5.0,0,0,3.0,62.0,212.0,4.0,0,90.0,0,0,0,47.0,7.0,128.0,34.0,0,0,0,0,48.0,0,0,0,36.0,42.0,7.0,1.0,3.0,0,1.0,22.0,0,3.0,2.0
MEG_5569|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0,0,0,0,0,2.0,0,0,0,7.0,0,0,0,0,0,0,2.0,0,0,2.0,4.0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,2.0,2.0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_7322|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TUNR,36.0,4.0,18.0,34.0,13.0,23.0,33.0,24.0,7.0,27.0,8.0,56.0,25.0,12.0,24.0,26.0,0,25.0,20.0,2.0,19.0,51.0,48.0,10.0,11.0,50.0,12.0,13.0,0,46.0,40.0,64.0,38.0,10.0,8.0,22.0,0,26.0,16.0,6.0,10.0,13.0,79.0,16.0,16.0,6.0,14.0,6.0,25.0,12.0,21.0,20.0
MEG_3364|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,2.0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0
MEG_7514|Drugs|Glycopeptides|VanL-type_regulator|VANSL,4.0,2.0,2.0,4.0,0,0,2.0,6.0,0,2.0,0,11.0,3.0,0,0,9.0,0,4.0,2.0,0,2.0,9.0,8.0,4.0,0,4.0,0,0,0,15.0,9.0,7.0,4.0,0,0,2.0,0,15.0,0,0,0,2.0,10.0,0,2.0,4.0,4.0,0,4.0,0,4.0,2.0
